,text,topic
345,"Leider habe ich die Sandalen nicht zum Termin erhalten, obwohl sie angeblich schon im Versand waren. Der Termin ist um 3 Tage kurzfristig verschoben wurden. Bis jetzt kann ich nichts zum Produkt sagen.",Lieferung
346,Schuh hat an der Ferse gerieben,Passform
347,Am 7.10. bestellt und nach 3 Monaten noch keine Ware erhalten. Verkäufer reagiert nicht auf Nachrichten!! War zu verlockend so billig zu kaufen.,Lieferung
348,Sehr schlechte Qualität. Stinkt bestialisch nach Chemie wenn man die Packung öffnet.,Qualität
349,"Schuh ist wunderschön, die Verarbeitung allerdings eine Katastrophe. Das Gummi ist nach 3 Monaten tragen komplett ausgeleihert und man verliert den Schuh fast beim Tragen zudem sieht es auch einfach nur noch blöd aus. Geht echt garnicht.",Qualität
350,Halten nicht lange ca 6 Monaten würde sie nicht noch einmal kaufen,Qualität
351,"Meinem Baby drückt das Gummi total in seine Haut, weil es anscheinend total eng ist",Passform
352,Über das Produkt selbst kann ich nichts sagen. Wir haben das Produkt gar nicht ehalten. Es ist beim Zoll gelandet und wieder zurück gegangen.,Lieferung
353,Die Schuhe sind sehr schlecht verarbeitet und aus billigem Material.,Qualität
354,"Passt nicht, da viel zu klein und lässt sich nicht umtauschen. Beschreibung der Größe ist irreführend und falsch.",Passform
355,"Nur kann ich sie nur kurz tragen, dass ich die Sohle bei mir nicht anpasst und Steinhart ist und ich deswegen unglaubliche Fußschmerzen habe. Weiter klemmt der Lederriehmen beim laufen meine Haut ein und das führt zu Blasen und offene Haut.",Passform
356,"Auch wenn die Schuhe relativ günstig sind, hätte ich qualitativ mehr erwartet.",Qualität
357,Ich habe am September 2018 für mein Sohn gekauft aber innerhalb Zehn Monaten ist kaputt ... Das is sehr schlecht für die Adidas...,Qualität
358,Schuhe haben beim Kauf der Größe 43/44 perfekt gepasst. Nach den heißen Tagen sind sie jetzt auf Größe 39/40 geschrumpft und haben sich vorne hochgebogen. Das ist ein absolutes NoGo für einen Schuh in dieser Preiskategorie!,Passform
359,Produkt ist nie angekommen!!!,Lieferung
360,"Da der von mir bestellte Artikel gar nicht angekommen ist, ist ein Stern bereits zuviel. Wenigstens die Rückerstattung des Kaufpreises hat reibungslos funktioniert.",Lieferung
361,die schuhe sitzen total schlecht am fuss und werfen falten.,Passform
362,"Leider hat der Lederriemen auf dem Holz einen Farbfleck verursacht, der sich auch nicht abreiben oder abwaschen lässt.",Qualität
363,Leider bekam ich ein anderes Paar in einer anderen Größe zugeschickt. Ging zurück.,Lieferung
364,"Leider in sehr schlechteren Qualität im Bezug auf den Preis. Schade eigentlich, aber optisch hat es mir sehr gut gefallen.",Qualität
365,"Leider ist der Hausschuh bereits nach wenigen Wochen kaputt. Oberhalb der Großzehe ist der Stoff durchgescheuert, kommt sicher auch durch noch häufiges Krabbeln. Das sollte ein Babyschuh aber länger aushalten...",Qualität
366,"leider lösen sich die an verschiedenen Stellen bereits auf, eine Öse ist bereits ab. Das nach ca. 8 mal tragen. schade!",Qualität
367,"Witziges Design (dafür den einen Stern), aber bitte nicht bei Regenwetter tragen. Nach ca. 10 x tragen löst sich das Oberteil an mehreren Stellen von der Sohle und man bekommt nasse Füße.",Qualität
368,Keine Ware nach über 10 Tagen erhalten! Abbuchung auf dem Konto erfolgte aber binnen 3 Tagen. Telefonisch nicht zu erreichen! (Mehrmals versucht) 0 Sterne gehen leider nicht,Lieferung
369,ch habe die schuhe bestellt das Geld wurde abgebucht aber ich habe die Schuhe nie erhalten. Der Verkäufer hat sich bis heute nicht gemeldet. Sehr unseriös,Lieferung
370,Leider schon nach wenigen Wochen defekt. Sohle löst sich vom Schuh.,Qualität
371,"Wir haben die Schlappen in Größe 46 bestellt, sie waren mindestens eine Nummer zu klein. Zusätzlich riechen die sehr stark nach billigem Plastik.",Passform
372,Allerdings hat das Plastik der Sohlen einen nicht sonderlich hochwertigen Eindruck gemacht. Leider hat sich der Eindruck bewahrheitet und nach nur 5 Wochen ist die rechten Sohle durchgelaufen und auf der Höhe der Ballen ist nun ein Loch in der Sohle.,Qualität
373,Die ersten 2 Monate ein toller Schuh. Aber jetzt ist der eine Reißverschluss kaputt!,Qualität
374,"Wollte sie zurück schicken,  Habe mich mit dem Anbieter in Verbindung gesetzt da ich keinen QR Code bekommen hab um sie zurück zu schicken. Habe öfters eine Nachricht geschickt, wurde nicht richtig darauf reagiert! Jetzt bleib ich auf den Schuhen sitzen!",Lieferung
375,Bin überhaupt nicht zufrieden . Zu klein und dauerte 6 Wochen bis die bei mir waren . Nie wieder. Etwas entteuscht,Lieferung
376,"Nach 2 mal tragen geht der Print schon ab, wirklich schade, für den Preis hätte ich mehr erwartet",Qualität
377,Ich habe zweimal versucht die crocs in Gr. 25/26 zu bestellen. Beide Male war jeweils der rechte Schuh kleiner als der linke (mit freiem Auge erkennbar!)....,Passform
378,"Sieht billig aus, sehr schlechtes Material verarbeitet",Qualität
379,Nach einem 3/4 Jahr (die Schuhe wurden ca. 2 mal pro Woche getragen) war die rechte Sohle gerissen.,Qualität
380,"Nach paar monaten plastik im fersen bereich gebrochen ,",Qualität
381,Das Paket wurde an die falsche Adresse geliefert und kam nie bei mir an.,Lieferung
382,Schlechte Verpackung.Keine Original Ware.Egal was ich bestelle es ist entweder Fehlerhaft oder nicht Ordentlich Verpackt oder einfach nicht so wie es in der Beschreibung steht.Keine Kaufempfehlung,Lieferung
383,"Nach 10 Woche hat sich die Hälfte der vorderen Sohle komplett gelöst (Naht ist kaputtgegangen). Hausschuhe nun unbrauchbar und ein Fall für die Mülltonne. Auch wenn es günstig war, keine 3 Monate und dann Schrott ist indiskutabel!",Qualität
384,"Produkt, auf das wir 2 Wochen gewartet haben ist schwarz und nicht wie bestellt blau!",Lieferung
385,Leider fallen sie kleiner aus und sind extrem dünn.,Passform
386,Rücksendung kostet fast so viel wie die Schuhe selbst,Lieferung
387,Schuhe viel zu klein ,Passform
388,Größe passt aber sehr unbequem,Passform
389,Der Schuh ist nicht angekommen,Lieferung
390,Leider habe ich die Ware nicht erhalten und der Verkäufer meldet sich nicht :(,Lieferung
391,Sehr schnell ausgelatscht.,Qualität
392,"Ich habe die Schuhe schon nur in 41/42 genommen, obwohl ich Schuhgröße 43 habe, aber die sind einfach viel zu weit/breit. Man steht mit den Zehen ständig vor den Schuhen.",Passform
393,Nach 5x anhaben schon löchrig und kaputt ... der Stoff ist insbesondere um die Zehen ganz abgewetzt ... hat 2 Wochen gehalten. Unglaublich! Keine Kaufempfehlung,Qualität
394,Habe nur in Hausschuhen getragen und schon jetzt hat sich ein kleines Magnet gelöst ! Ich bitte um Ersatz !!,Qualität
395,Keinen richtigen halt in den Schuhen!,Passform
396,Das bestellte Teil wurde bis Heute nicht geliefert,Lieferung
397,sitzt viel zu locker.,Passform
398,"Produkt ist nie angekommen, Verkäufer meldet sich auch nach zweimaligen Anschreiben nicht. Warte noch darauf, dass ich mein geld zurück bekomme!",Lieferung
399,Würde die Größe ja gerne bewerten- wenn ich die Sohlen bekommen hätte!!!,Lieferung
400,Gekauft und passten nicht.,Passform
401,Bei Grösse 39 habe ich 40 genommen und trotzdem ist er zu klein.,Passform
402,Schuhe sind zu klein,Passform
403,Es wurden zwei Paare gekauft und beide Paare hatten die gleichen Mängel nach ca. 2-3 Monaten. Im vorderen Bereich reißt der Schuh seitlich ein.,Qualität
404,Nach wenigen Wochen hat sich die Sohle hinten an beiden Schuhen geöffnet!,Qualität
405,Die Nähte lösten sich nach zwei Wochen.,Qualität
406,"Leider waren beide Reißverschlüsse kaputt,",Qualität
407,Der letzt Schrott 😤 die Sohle löst sich ab 😤 😤 😤 😤 😤 . . . . . .,Qualität
408,Der Artikel war falsch verpackt,Lieferung
409,Das Leder bei dem Münzfach ist total abgeschürft nach nur 2 Monaten. Da zweifle ich an der Markentreue obwohl ich wirklich ein Fan von Hilfiger bin.,Qualität
410,"viel zu schmal; passt zwar in den Schuh, ist aber an der Seite zu schmal.",Passform
411,Die Hausschuhe kamen schon in einem ziemlich deformierten Zustand an. Bereits nach einigen Wochen fallen die Dinger auseinander. Nicht zufrieden!,Qualität
412,Schuhe sind leider nie angekommen.,Lieferung
413,die Noppen schmerzen sehr Beim laufen ,Passform
414,Falschen schuhe geliefert bekommen,Lieferung
415,Leider nach 2 Wochen Sohle abgelöst.,Qualität
416,"Ich habe den Artikel bestellt, aber die Sendung wurde vom Transportdienst an Amazon retourniert.Ware leider nicht gesehen.",Lieferung
417,Ich bin enttäuscht von den Schuhen. Meinen waren sehr schnell kaputt. Die Nähte bzw Klebestellen gehen auf. Für einen Markenartikel von Adidas finde ich das armselig. Kann vom Kauf nur abraten.,Qualität
418,"Habe die sehr schöne Hülle jetzt einen Monat und muss leider sagen, dass sie jetzt schon an zwei Stellen kaputt ist. Enttäuschend für den Preis.",Qualität
419,Die Schuhe passen nicht ,Passform
420,"Nicht zu empfehlen , billig gemacht",Qualität
421,"Der Verkäufer hat sicher nichts damit zu tun, aber der Artikel wurde NICHT zugestellt. Keiner war zu Hause und keiner hat natürlich die Lieferung entgegennehmen können, wie der Abliefernachweis sagt.",Lieferung
422,"Leider ist das Obermaterial nach kurzer Zeit eingerissen, dies ist auch bei der Ersatzlieferung schnell passiert. Schade !!",Qualität
423,"Ich habe diese Schuhe exakt 3 mal getragen und sie sind kaputt. Sie geben beim laufen Geräusche ab ,was darauf hinweist das die luftpolsterung an den Versen kaputt ist. Und ich hab damit weder sport oder sonstiges genacht ! Das laufen ist dadurch unmöglich geworden. Enttäuscht auf ganzer Linie",Qualität
424,"5 Woche getragen dann kaputt, gute qualitate",Qualität
425,Lange warte Zeit für schlechte Qualität! Leider ist der innere Reißverschluss nach einmaligen benutzen schon kaputt gegangen!,Qualität
426,Schlechtes Material sieht total billig aus kann ich niemanden empfehlen bin echt unzufrieden,Qualität
427,Waren einen halben cm breiter als der Vorgänger und damit zu groß.,Passform
428,Das Paket kam nie an. Auch nach versuchter Kontaktaufnahme geschah nichts.,Lieferung
429,diesen Artikel würde ich gern zurückgeben! Nach kurzer Zeit ist das Leder bereits gebrochen! Dies sollte bei einer Sandale nicht der Fall sein,Qualität
430,Bereits nach 4 Wochen ist beim linken Schuh das Oberteil vom Unterteil abgerissen - am linken Schuh vorn rechts.,Qualität
431,"Zu hart, nicht biegsam, meine meinung nach schuhe sind nicht fürs laufen geeignet",Qualität
432,"Nun ist mir heute die Lasche abgebrochen, obwohl wie gesagt kaum getragen was anscheinend eine Schwachstelle des Schuhs scheint, da es bei dem anderem Schuh auch schon brüchig ist.",Qualität
433,"Ich trage normalerweise die Größe 38,5. Deshalb in den meisten Schuhe 39. Aber weder die 38/39 noch die 39/40 passte.",Passform
434,"Dachte Schuhgröße 43 ist eine Größe,die eigentlich immer passt.:) naja steht zwar in jedem Schuh 43 drin aber sind alle min 2 nr zu groß sehr schade.!!",Passform
435,Die Stiefel waren 3 Nummern zu klein.,Passform
436,"Ging zurück, da der Schuh viel zu groß ausfällt. Mehr kann ich dazu leider nicht sagen.",Passform
437,"Steht Größe 41 drauf, ist aber Minimum nur ne 38!",Passform
438,2 Rücksendungen die bestellte Größe oder Farbe zu schicken,Lieferung
439,Der Schuh ist sehr schmal geschnitten. Es scheint ein Damenschuh zu sein (auch lt. Aufkleber am Produkt). Ging zurück.,Passform
440,Guten tag Ich wollte nach fragen bis wann diese schuhe bei mir ankommen weil bis jetzt sind sie noch nicht da,Lieferung
441,Es ist leider nach so langer Zeit noch nicht angekommen . Aber der Verkäufer ist kulant und hat mir eine kleine gutschrift geschickt. Abwarten ....,Lieferung
442,Sehr schlechte Schuhe! Sohle klebt nicht richtig und innerhalb von 2 Wochen reißt der Stoff.. leider auch sehr unbequem.... Dank der Scholl Gel aktiv Sohlen geht's einigermaßen..... ich empfehle jedem diese Schuhe nicht zu kaufen...,Qualität
443,würdr ich nicht nochmal bestellen. Reißverschluss klemmt und funktioniert nicht gut. es ist wirklich nicht mal für das geld inordnung.,Qualität
444,"Bereits nach dem zweiten Tragen war am rechten Schuh das Gummi am oberen Rand dermaßen ausgeleiert und wellig, dass ich den Schuh wieder zurückgeschickt habe.",Qualität
445,zu klein für die angegebene Grösse.,Passform
446,Leider sehr schnell undicht geworden nach einem Monat..werde reklamieren,Qualität
447,Viel zu weit.,Passform
448,"egativ fällt sofort die rutschige Sohle auf, auf Fliesenboden daher nicht zu empfehlen. Leider ist die Schnalle am rechten Schuh schon defekt ( gebrochen), so das die Schuhe nach einem halben Tag reif für den Müll sind.",Qualität
449,Nicht nur zu klein obwohl schon eine Nummer größer bestellt sondern auch viel zu eng hier kann es sich ja wohl definitiv nicht um einen Herrenschuh handeln,Passform
450,Aber qualitativ ist es nichts wert. Der Reißverschluss ging nach einer Woche kaputt.,Qualität
451,"Die Schuhe sind bei mir nie angekommen, Garantieantrag über Amazon läuft. unter angegebener Rufnummer ist niemand erreichbar!",Lieferung
452,Ich habe das Produkt nicht erhalten. Obwohl es laut Amazon zugestellt wurde.,Lieferung
453,Die Einlage beginnt sich langsam bereits aufzulösen und noch schlimmer ist das die Sohle außen bereits ein Loch hat. Daher nicht zu empfehlen.,Qualität
454,Mir wurde die falsche Ware geliefert,Lieferung
455,"Sehr hohe, drückende Naht im Fersenbereich eines Schuhes",Passform
456,Bitte um Rückmeldung des Verkäufers Schuhe sind nach nicht einmal 3 Monate und selten getragen leider schon kaputt,Qualität
457,"Größe 36 bestellt und auch bekommen, fallen aber leider viel kleiner aus. Ansonsten sah der Schuh so aus wie auf dem Bild",Passform
458,Henkel nach dem dritten Tragen/nach einigen Wochen eingerissen. Von der Marke Crocs habe ich mehr erwartet. Stiefel gehen wieder zurück.,Qualität
459,Fällt viel zu klein aus ! Muss mindestens ein bis zwei Nummern größer bestellt werden !,Passform
460,Allerdings reisen nach einer Zeit (bei häufigem Tragen) die Nähte ein...,Qualität
461,"Fällt klein aus, eine Nummer größer bestellen! Ich finde den Gummi und auch den Zehensteg zu hart.`",Passform
462,Nach circa 2 Wochen ist der Schulterriemen gerissen an der Naht.,Qualität
463,Die Schuhe sind leider nicht gut. Die gehen schnell kaputt und der Stoff ist leider nicht zu empfehlen.,Qualität
